"業務種別","施設名称１","施設郵便番号","施設所在地１","施設所在地２","開設者申請者名","開設者役職名","開設者代表者名","開設者都道府県名称","開設者住所１","開設者住所２","開設確認番号","開設確認日"
"美容所","ヘアーメイク・カーサ","760-0073","高松市栗林町二丁目５番５号",,"氏次　由美",,,,,,"第7-3号","H07.04.19"
"美容所","ノーブル","761-8054","高松市東ハゼ町９１７−３","マリオン栗林７０３","株式会社　ノーブル","代表取締役","渡邊　暉夫","静岡県","裾野市千福が丘四丁目１１番１８",,"第7-8号","H07.06.23"
"美容所","なかの美容室","760-0005","高松市宮脇町二丁目２５−２",,"中野　時枝",,,,,,"第7-14号","H07.10.02"
"美容所","美容室　あっとほーむ","761-8054","高松市東ハゼ町１２−１６",,"高畠　直子",,,,,,"第7-15号","H07.10.03"
"美容所","Ａｔｅｌｉｅｒ　Ｙｏｕｒ’ｓ","769-0102","高松市国分寺町国分２３１５−７",,"佐治　明美",,,,,,"第7-2号","H07.11.16"
"美容所","ぱあまやＳＵＮ","761-0443","高松市川島東町３８４−１",,"漆原　麻佐子",,,,,,"第7-19号","H07.12.04"
"美容所","サロンド・英里香","769-0104","高松市国分寺町新名１６６７−７",,"植松　正代",,,,,,"第7-4号","H08.02.29"
"美容所","有限会社　美容室　ビーツー","761-0113","高松市屋島西町２４８４−１８","ウエストコースト屋島１階","有限会社　美容室　ビーツー","代表取締役","三浦　圭子","香川県","高松市屋島西町２４８４−１８",,"第7-22号","H08.03.01"
"美容所","オノ美容室","761-1703","高松市香川町浅野１３０３−４１",,"小野　千代子",,,,,,"第7-24号","H08.03.22"
"美容所","美容室　Ｍ","761-0322","高松市前田東町２２１−４",,"畠　美代子",,,,,,"第7-25号","H08.03.26"
"美容所","美容室　Ｍ２　（エム・ツー）","760-0058","高松市東田町１−６","古沢ビル２階","丸岡　茂樹",,,,,,"第8-2号","H08.05.02"
"美容所","美容室　ヴァルゴ","760-0080","高松市木太町６区２８０７−７",,"大脇　くみ子",,,,,,"第8-3号","H08.05.02"
"美容所","土居美容院","761-8015","高松市香西西町５８７−５",,"土居　綾子",,,,,,"第8-6号","H08.05.17"
"美容所","美容室　Ｍａｙ","760-0080","高松市木太町３３０７番地４",,"村尾　小百合",,,,,,"第8-14号","H08.08.27"
"美容所","ｋｉｋｉ美容室","761-8063","高松市花ノ宮町三丁目５−１２",,"谷本　照子",,,,,,"第8-17号","H08.10.04"
"美容所","美容室　ＡＮＮＥＸ","761-1701","高松市香川町大野９１６−１",,"有限会社　美容室さかもと","代表取締役","坂本　勝","香川県","高松市番町五丁目１番１１号",,"第8-22号","H08.11.19"
"美容所","ティアラ","760-0043","高松市今新町６−９","ダイアパレス今新町１０１","炭山　竜之",,,,,,"第8-23号","H08.12.03"
"美容所","ビューティサロン　アーデン","760-0080","高松市木太町９区４３８４−１２",,"高橋　勝子",,,,,,"第8-26号","H08.12.24"
"美容所","白牡丹　美容室","760-0072","高松市花園町一丁目１４番２７号",,"福井　敏恵",,,,,,"第8-28号","H08.12.27"
"美容所","ナガノ美容室","761-8054","高松市東ハゼ町８６５番地",,"中尾　邦子",,,,,,"第8-30号","H09.01.27"
"美容所","フェイン美容室","760-0027","高松市紺屋町３−８","大場ビル１階","村瀬　武裕",,,,,,"第8-32号","H09.02.13"
"美容所","美容室Ｍ’ｓ（エムズ）","769-0102","高松市国分寺町国分１９６５−１０",,"堺谷　昌代",,,,,,"第8-7号","H09.03.19"
"美容所","ＫＩＥＨＬ＇Ｓ","760-0080","高松市木太町２区１３２４−１",,"二宮　泰代",,,,,,"第9-4号","H09.04.25"
"美容所","美容室　カインド","761-0443","高松市川島東町２０９５番地１６",,"夛田　万里子",,,,,,"第9-7号","H09.07.25"
"美容所","フクイ美容室","761-8033","高松市飯田町字西定木８２６番地２",,"福居　廣子",,,,,,"第9-8号","H09.07.29"
"美容所","美容室　ＣＨＩＣ","761-8063","高松市花ノ宮町二丁目１−１","Ｋビル１階","菅原　寿",,,,,,"第9-10号","H09.09.16"
"美容所","パーマハウス　アサ","760-0080","高松市木太町２区１６３４−５",,"浅野　喜多子",,,,,,"第9-17号","H09.12.17"
